5.00e+00   51.8800
5.61e+00   49.6200
6.29e+00   47.8602
7.06e+00   46.4902
7.92e+00   45.4210
8.89e+00   44.5828
9.98e+00   43.9224
1.12e+01   43.3996
1.26e+01   42.9845
1.41e+01   42.6546
1.58e+01   42.3936
1.77e+01   42.1892
1.99e+01   42.0325
2.23e+01   41.9169
2.51e+01   41.8376
2.81e+01   41.7911
3.15e+01   41.7750
3.54e+01   41.7877
3.97e+01   41.8283
4.46e+01   41.8963
5.00e+01   41.9919
5.61e+01   42.1153
6.29e+01   42.2675
7.06e+01   42.4494
7.92e+01   42.6625
8.89e+01   42.9083
9.98e+01   43.1888
1.12e+02   43.5058
1.26e+02   43.8618
1.41e+02   44.2592
1.58e+02   44.7006
1.77e+02   45.1888
1.99e+02   45.7266
2.23e+02   46.3171
2.51e+02   46.9633
2.81e+02   47.6683
3.15e+02   48.4353
3.54e+02   49.2674
3.97e+02   50.1677
4.46e+02   51.1391
5.00e+02   52.1845
5.61e+02   53.3067
6.29e+02   54.5081
7.06e+02   55.7912
7.92e+02   57.1579
8.89e+02   58.6102
9.98e+02   60.1497
1.12e+03   61.7776
1.26e+03   63.4948
1.41e+03   65.3022
1.58e+03   67.2001
1.77e+03   69.1887
1.99e+03   71.2677
2.23e+03   73.4368
2.51e+03   75.6954
2.81e+03   78.0425
3.15e+03   80.4771
3.54e+03   82.9980
3.97e+03   85.6038
4.46e+03   88.2930
5.00e+03   91.0640
5.61e+03   93.9150
6.29e+03   96.8445
7.06e+03   99.8506
7.92e+03   102.9314
8.89e+03   106.0854
9.98e+03   109.3106
1.12e+04   112.6055
1.26e+04   115.9682
1.41e+04   119.3972
1.58e+04   122.8908
1.77e+04   126.4475
1.99e+04   130.0658
2.23e+04   133.7442
2.51e+04   137.4813
2.81e+04   141.2757
3.15e+04   145.1259
3.54e+04   149.0306
3.97e+04   152.9884
4.46e+04   156.9981
5.00e+04   161.0583
5.61e+04   165.1678
6.29e+04   169.3254
7.06e+04   173.5300
7.92e+04   177.7805
8.89e+04   182.0759
9.98e+04   186.4155
1.12e+05   190.7985
1.26e+05   195.2241
1.41e+05   199.6919
1.58e+05   204.2013
1.77e+05   208.7520
1.99e+05   213.3435
2.23e+05   217.9756
2.51e+05   222.6478
2.81e+05   227.3597
3.15e+05   232.1110
3.54e+05   236.9010
3.97e+05   241.7292
4.46e+05   246.5948
5.00e+05   251.4969
5.61e+05   256.4348
6.29e+05   261.4073
7.06e+05   266.4135
7.92e+05   271.4523
8.89e+05   276.5225
9.98e+05   281.6232
1.12e+06   286.7534
