5.0096283       39.000000       1.5000000       0.0000000    
5.3001189       39.099998      0.71615714       0.0000000    
5.4739275       39.290001      0.19773534       0.0000000    
5.6091299       38.700001       1.5000000       0.0000000    
5.6424284       38.700001      0.71398109       0.0000000    
5.9179535       39.700001       1.5000000       0.0000000    
5.9652629       38.700001      0.71398109       0.0000000    
6.1706576       38.900002      0.30000001       0.0000000    
6.1812797       39.700001       1.5000000       0.0000000    
6.2416325       38.599998      0.60000002       0.0000000    
6.2715921       38.400002      0.71235949       0.0000000    
6.2715921       39.060001      0.19700491       0.0000000    
6.2715921       38.849998      0.18995763       0.0000000    
6.4774480       39.400002       1.5000000       0.0000000    
6.5637040       38.299999      0.71182090       0.0000000    
6.7050071       39.389999      0.44858125       0.0000000    
6.7745576       39.700001       1.5000000       0.0000000    
6.8434033       38.900002      0.10000000       0.0000000    
6.8707495       38.700001       1.5000000       0.0000000    
6.9115658       39.299999      0.80000001       0.0000000    
6.9790645       38.799999      0.19618113       0.0000000    
7.1673050       38.799999      0.30000001       0.0000000    
7.4218349       39.900002       1.5000000       0.0000000    
7.6213226       38.590000      0.19551729       0.0000000    
7.6213226       38.549999      0.18940677       0.0000000    
7.8754997       38.400002      0.60000002       0.0000000    
8.2136078       38.490002      0.19520165       0.0000000    
8.2136078       38.459999      0.16176139       0.0000000    
8.7660208       38.500000      0.19523320       0.0000000    
8.7660208       38.849998      0.18995763       0.0000000    
9.0295773       38.419998      9.00000036E-02   0.0000000    
9.2856636       38.450001      0.19507547       0.0000000    
9.7777519       38.459999      0.19510701       0.0000000    
9.7777519       38.200001      0.16077264       0.0000000    
9.7777519       38.139999      0.20314156       0.0000000    
9.7777519       38.419998      0.18916889       0.0000000    
9.7777519       37.740002       1.1799999       0.0000000    
9.9865980       37.869999      0.12000000       0.0000000
10.24625    38.43000   0.1950124   	0.0 
10.69426    38.44000   0.1950439   	0.0
11.12424    38.65000   0.2141131 	0.0
11.45662    36.68000   0.5300000 	0.0
11.53823    38.28000   0.1582584 	0.0
11.77915    37.60000   1.115950 	0.0
13.62579    37.60000   1.115950 	0.0
13.76312    38.70000   1.742963 	0.0
13.76312    38.46000   0.1589552	0.0
13.76312    38.39000   0.2011089	0.0
13.89879    38.90000   0.8000000 	0.0
15.06496    38.58000   0.1594198 	0.0
15.18878    37.60000   1.115950 	0.0
16.66171    37.60000   1.115950 	0.0
16.66188    38.47000   0.5800000	0.0
16.82997    38.69000   0.1598457 	0.0
16.82997    38.62000   0.2022069 	0.0
17.91028    38.83000   0.1603880 	0.0
18.01462    37.40000   1.115782 	0.0
18.17033    39.60000   1.619056 	0.0
19.22403    38.50000   1.215342 	0.0
19.41839    38.98000   0.1609691 	0.0
19.41839    38.90000   0.2035442 	0.0
19.65849    39.00000   1.000000 	0.0
21.26346    39.24000   0.1619767 	0.0
22.96075    39.42000   0.1626745 	0.0
23.50003    39.65000   0.2338557 	0.0
23.50003    39.40000   0.3000000 	0.0
23.50003    39.13000   0.3968900 	0.0
23.50003    38.80000   0.2500000 	0.0
23.50003    38.90000   0.7000000 	0.0
23.60003    38.70000   0.7000000 	0.0
23.76398    39.21000   0.9200000 	0.0
23.76398    40.68000   0.5500000	0.0
23.88214    39.00000   1.000000 	0.0
24.15558    39.59000   0.1693455 	0.0
25.29404    39.69000   0.1735072 	0.0
26.38341    39.77000   0.1700190 	0.0
27.60006    40.60000   1.200000 	0.0
30.60004    40.22000   0.2132660	0.0
30.60004    40.11000   0.1879767	0.0
30.60004    39.91000   0.4077268	0.0
30.60004    40.07000   0.2400000 	0.0
30.60004    40.20000   0.8000000 	0.0
30.60025    40.10000   0.4000000 	0.0
30.70004    40.10000   0.2000000	0.0
30.80004    40.00000   0.6000000 	0.0
35.20005    40.42000   0.6199013	0.0
44.69933    41.70000   0.4000000 	0.0
44.70006    41.90000   0.2400000 	0.0
44.90006    41.89000   0.4069051	0.0
45.20006    42.50000   0.8000000	0.0
52.80006    43.01000   0.2638139	0.0
52.80006    42.38000   0.1722912 	0.0
52.80006    42.10000   0.2000000 	0.0
52.80006    42.85000   0.4183305 	0.0
52.80006    42.71000   0.3500000 	0.0
52.89968    42.40000   0.4000000 	0.0
53.20007    42.90000   0.7000000 	0.0
62.30008    43.55000   0.3220038	0.0
62.40114    43.10000   0.4000000 	0.0
62.50008    44.00000   0.4464258 	0.0
62.70008    43.82000   0.3176552 	0.0
62.70008    42.96000   0.3800000 	0.0
62.80008    44.10000   0.9000000 	0.0
63.00008    42.20000   3.5000000 	0.0
