5.00e+00   51.8495
5.61e+00   49.6026
6.29e+00   47.8542
7.06e+00   46.4935
7.92e+00   45.4315
8.89e+00   44.5988
9.98e+00   43.9421
1.12e+01   43.4216
1.26e+01   43.0074
1.41e+01   42.6774
1.58e+01   42.4154
1.77e+01   42.2093
1.99e+01   42.0503
2.23e+01   41.9319
2.51e+01   41.8495
2.81e+01   41.7998
3.15e+01   41.7803
3.54e+01   41.7896
3.97e+01   41.8268
4.46e+01   41.8916
5.00e+01   41.9841
5.61e+01   42.1048
6.29e+01   42.2545
7.06e+01   42.4342
7.92e+01   42.6455
8.89e+01   42.8898
9.98e+01   43.1692
1.12e+02   43.4855
1.26e+02   43.8410
1.41e+02   44.2382
1.58e+02   44.6795
1.77e+02   45.1677
1.99e+02   45.7054
2.23e+02   46.2956
2.51e+02   46.9410
2.81e+02   47.6446
3.15e+02   48.4093
3.54e+02   49.2378
3.97e+02   50.1328
4.46e+02   51.0972
5.00e+02   52.1332
5.61e+02   53.2432
6.29e+02   54.4294
7.06e+02   55.6936
7.92e+02   57.0374
8.89e+02   58.4622
9.98e+02   59.9691
1.12e+03   61.5590
1.26e+03   63.2323
1.41e+03   64.9893
1.58e+03   66.8300
1.77e+03   68.7542
1.99e+03   70.7612
2.23e+03   72.8504
2.51e+03   75.0208
2.81e+03   77.2713
3.15e+03   79.6005
3.54e+03   82.0070
3.97e+03   84.4892
4.46e+03   87.0455
5.00e+03   89.6742
5.61e+03   92.3734
6.29e+03   95.1415
7.06e+03   97.9765
7.92e+03   100.8767
8.89e+03   103.8403
9.98e+03   106.8655
1.12e+04   109.9506
1.26e+04   113.0941
1.41e+04   116.2942
1.58e+04   119.5494
1.77e+04   122.8584
1.99e+04   126.2196
2.23e+04   129.6316
2.51e+04   133.0933
2.81e+04   136.6032
3.15e+04   140.1602
3.54e+04   143.7631
3.97e+04   147.4107
4.46e+04   151.1019
5.00e+04   154.8356
5.61e+04   158.6107
6.29e+04   162.4263
7.06e+04   166.2814
7.92e+04   170.1750
8.89e+04   174.1063
9.98e+04   178.0745
1.12e+05   182.0789
1.26e+05   186.1190
1.41e+05   190.1942
1.58e+05   194.3039
1.77e+05   198.4479
1.99e+05   202.6259
2.23e+05   206.8375
2.51e+05   211.0825
2.81e+05   215.3608
3.15e+05   219.6722
3.54e+05   224.0165
3.97e+05   228.3935
4.46e+05   232.8028
5.00e+05   237.2442
5.61e+05   241.7171
6.29e+05   246.2213
7.06e+05   250.7561
7.92e+05   255.3208
8.89e+05   259.9148
9.98e+05   264.5374
1.12e+06   269.1878
