5.1568971       51.400002      0.58746111       0.0000000    
5.3001189       50.700001       1.0329807       0.0000000    
5.4739275       51.000000      0.74500000       0.0000000    
5.6424284       49.200001      0.93918264       0.0000000    
5.9652629       50.299999       3.6349702       0.0000000    
6.2715921       49.000000       1.2042010       0.0000000    
6.2715921       48.200001      0.46699145       0.0000000    
6.7050071       47.400002      0.41338044       0.0000000    
6.9790645       46.099998      0.75665116       0.0000000    
6.9790645       47.000000      0.38108400       0.0000000    
7.3072362       46.299999      0.40886778       0.0000000    
7.6213226       47.099998      0.76278502       0.0000000    
7.6213226       45.599998      0.37680766       0.0000000    
7.6213226       45.400002      0.45992282       0.0000000    
7.7433982       46.099998      0.40805340       0.0000000    
7.8754997       45.630001      0.20000000       0.0000000    
8.0404968       45.599998      0.40602583       0.0000000    
8.2136078       45.500000      0.83488023       0.0000000    
8.2136078       45.299999      0.45967624       0.0000000    
8.2136078       45.459999      0.20752297       0.0000000    
8.4942999       44.700001      0.40240684       0.0000000    
8.7660208       45.000000      0.83216584       0.0000000    
8.7660208       45.000000      0.45893899       0.0000000    
8.7660208       44.000000      0.39961985       0.0000000    
9.0295773       44.500000      0.40160802       0.0000000    
9.2856636       44.400002      0.73435956       0.0000000    
9.5348806       44.099998      0.40001646       0.0000000    
9.7777519       43.099998      0.82851690       0.0000000    
9.7777519       43.930000      0.20218191       0.0000000    
9.7777519       43.860001      0.24534158       0.0000000
11.53823    43.05000   0.182354 0.0
13.76312    40.40000   1.705563 0.0 
13.76312    42.12000   0.1865087 0.0 
13.76312    42.04000   0.2286570 0.0
13.86500    42.33000   0.1400000 0.0
15.06496    41.70000   0.2243262 0.0
16.82997    41.79000   0.2384166 0.0
16.82997    41.72000   0.2755249 0.0
17.91028    41.69000   0.2242965 0.0
18.17033    41.20000   2.101832 0.0
19.41839    41.51000   0.2237617 0.0
19.41839    41.54000   0.3567062 0.0
21.26346    41.90000   0.2609401 0.0
22.96075    41.91000   0.2687065 0.0
30.40004    42.13000   0.5761942 0.0
30.60004    42.80000   0.3541319 0.0
52.60006    43.32000   0.3427486 0.0
52.80006    44.71000   0.4564907 0.0
62.30008    44.12000   0.3998578 0.0
62.70008    45.14000   0.3674261 0.0
540.00   66.80000   6.476850 0.0
540.00   66.00000   7.738863 0.0
541.00   63.00000   2.100000 0.0
546.0    61.26000   0.930000 0.0
547.0    61.90000   1.622702 0.0
900.0    65.30000   1.6570 0.0
1800.0   80.03000   2.2400  0.0  
1800.0   72.80000   3.1000 0.0
1800.0   71.42000   2.4100 0.0
